S2_0min_R1	S2_0min_R2	S2_2.5min_R2	S2_5min_R1	S2_5min_R2	S2_10min_R1	S2_10min_R2	S2_20min_R1	S2_20min_R2
3561.41324894396	2337.77806038249	3505.67150145718	3200.46087579425	2792.44021724248	2659.91202204616	1724.56871975123	1565	1491.6022641184
536.134107059605	378.623188687183	427.378851787199	403.221906950349	431.99440463694	333.80413365484	251.452268316824	250	220.268713160342
1066.77644349632	837.750975633434	893.345572645474	942.056562875031	1155.82897174935	1013.84636582845	966.803676224174	761	766.152045775103
633.613035615896	377.994246513283	284.676543524352	198.898698495688	164.104650632103	97.5588012400965	69.300851057197	44	37.1104897172316
1099.72706723366	642.778901724752	866.406871595855	706.994464652855	648.4351330382	517.444230106786	289.321585834418	275	306.460818310041
2143.1634855827	1628.33128822444	1946.86720558598	1640.01017759626	1657.90049746703	1214.70272132277	891.065041188986	691	699.712298055544
1473.16746959016	276.734556515549	358.93998966114	692.529104762259	1091.07416366209	476.316500172236	161.701985800126	582	164.004422298733
1296.74433832982	773.598873895738	842.380462551601	694.337274748584	615.614202911779	437.10168790906	264.327836272806	201	186.749561157681
1566.52757017928	909.450383457917	833.643586535508	670.831064926366	601.421368262517	521.270065449535	273.416472477028	186	183.158223443111
15.1023692129466	10.0630747823836	9.46494901743372	4.52042496581109	9.75757382136826	5.73875301412332	5.6803976276391	3	4.7884502860944
45.993578966701	18.8682652169692	27.6667740509601	25.3143798085421	16.8539911459997	13.3904236996211	9.46732937939849	8	8.97834428642699
467.486974273484	329.565699123062	286.132689527035	245.911118140123	279.421432157364	193.204684808818	126.104827333588	102	73.0238668629395
451.698133732676	293.087053036922	420.098121773789	316.429747606776	329.983405595363	233.375955907682	187.45312171209	173	146.047733725879
9214.50463388102	6583.76667637446	8616.01589787005	7924.30496506684	7547.03982474556	6144.2915604547	3991.80475952958	4642	3433.31885512968
1061.97114420129	767.309452156749	813.985615499299	584.038905582793	636.903454885674	392.14812263176	280.232949630195	254	193.932236586823
1951.63798510942	1443.42228909815	1480.17241172636	1291.93745522881	1583.3881155584	1042.54013089907	1013.00424359564	624	577.606815760136
1412.07152141051	914.481920849109	1125.60086007327	943.864732861356	817.862096663776	653.261384774371	357.865050541263	356	279.52578545076
2915.44372942656	2153.49800343009	2290.51766221896	2255.69205793973	2411.00778604354	1612.58959696865	1415.55508880766	1102	1047.47350008315
934.287477219106	727.686095201113	137.605797253459	48.8205896307598	52.336077769157	48.7794006200482	27.6446017878436	27	26.935032859281
524.464094485964	357.868096948516	444.852603819385	406.838246922998	379.658326867783	289.807027213228	223.80766652898	167	144.850621154355
366.575689077886	199.374669125975	129.596994238708	86.7921593435729	77.1735384053672	66.9521184981054	33.7036925906586	43	39.5047148602788
549.177062288968	366.673287383102	436.115727803292	430.344456745216	416.914517822099	390.235204960386	258.647438645167	290	226.852832303722
1658.51472811268	1042.1571821506	1472.89168171295	1398.61948442195	1289.77384875177	1011.93344815708	596.063057726929	632	526.130975184622
1171.80655665908	807.561751286283	883.1525506267	661.790214994744	640.45166354799	393.104581467447	187.831814887266	220	178.369773157016
485.335228797875	342.773484774941	393.15942072417	308.292982668316	320.225831773995	199.899896658629	105.276702698911	116	105.944462579839
314.403868160434	196.22995825648	163.816425301737	113.010624145277	95.8016338825248	84.1683775404754	48.4727264225203	55	38.3076022887552
2793.25183306726	2086.2011908229	2743.3790690531	3269.17133527458	3496.75963671215	3358.12697209783	2130.52780353984	2471	2150.01417845638
1307.04140824774	917.626631718603	172.55330131783	136.516833967495	189.829163433892	168.336755080951	165.11022437671	139	108.937244008647
1099.72706723366	653.470918681034	1044.05668392307	876.962443367352	795.685792524303	682.911608680675	423.000276671525	435	415.996618604451
602.035354534281	396.233569556354	535.861728987016	466.507856471705	384.980639861257	358.672063382708	215.855109850286	200	164.602978584495
1072.95468544707	654.728803028832	435.387654801951	262.184648017043	267.002701839259	133.904236996211	103.761929998207	99	80.2065422920811
903.396267465352	601.268718247419	217.693827400975	177.200658659795	209.344311076628	174.075508095074	115.501418428662	162	123.901151152692
903.396267465352	601.268718247419	217.693827400975	177.200658659795	209.344311076628	174.075508095074	115.501418428662	162	123.901151152692
676.860729271153	440.259521729282	340.738164627614	199.80278348885	245.713449865364	139.642990010334	93.915907443633	73	71.2281980056541
2869.45015045986	1916.38680387017	2364.05303535441	2320.78617744741	2520.11520240975	1909.09183603169	1593.16218796518	1012	1068.42297008481
1287.13373973977	739.007054331295	872.959528607925	834.470448688727	767.300123225777	653.261384774371	329.084369227892	290	250.196527448432
941.152190497718	532.714021292431	758.652067397379	655.461620042608	573.035698963991	481.098794350672	312.42186952015	241	232.83839516134
330.879180029103	332.081467818658	464.510574855593	391.46880203924	482.55637807494	439.014605580434	379.829254701468	322	307.657930881565
435.222821864007	289.313399993528	162.360279299055	134.708663981171	120.639094518735	86.0812952118498	62.1056807288541	51	35.913377145708
291.063843013153	192.456305213086	265.018572488144	236.870268208501	219.101884897996	143.468825353083	121.560509231477	97	111.930025437456
744.134919401551	459.127786946251	248.2728934573	128.380069029035	119.752042353156	87.037754047537	41.6562492693534	48	43.6946088606114
2007.92863399404	1325.18116040514	1532.59366782292	1504.39742862193	1363.39917849482	1176.44436789528	585.080955646827	750	636.265331764793
2128.06111636975	1397.50951040352	1165.64487514703	680.77599985115	675.933750171147	341.455804340338	202.979541894304	139	134.675164296405
503.869954650128	320.760508688477	411.361245757696	387.852462066592	329.096353429784	348.151016190148	189.725280763146	213	196.925018015632
232.71378014495	125.159492605896	157.263768289668	103.065689220493	104.672155538314	92.7765070616604	45.8218741962887	38	29.92781428809
430.417522568978	255.350522602984	214.05346239427	164.543468755524	168.539911459997	91.8200482259731	82.9338053635308	31	36.5119334314698
220.357296243448	156.606601300845	62.6142781153307	42.4919946786243	39.917347451052	28.6937650706166	14.0116474815098	12	15.5624634298068
341.176249947021	257.23734912468	214.05346239427	167.25572373501	150.798868148419	105.210471925594	67.7860783564932	92	47.2859465751822
1296.05786700196	870.45596867618	1012.74954486541	921.2626080323	864.87586143946	754.646021357217	465.035219116054	350	335.191520026608
1261.7343006089	978.634022586804	919.556200693752	839.894958647701	878.181643923144	695.345573544609	360.894595942671	342	220.867269446104
2082.06753740305	1087.44101867133	1404.4528195869	1051.45084704766	962.451599653142	482.055253186359	305.984085542159	226	263.963322020954
28.8317957701708	18.2393230430703	8.73687601609266	8.13676493845996	9.75757382136826	7.65167068549776	5.30170445246316	2	2.992781428809
1605.65643586737	1057.25179432418	1149.62726911753	1139.1470913844	1101.71878964903	782.383327592146	610.074705208439	487	401.032711460406
223.103181554893	122.014781736401	38.5878690710759	22.6021248290555	31.9338779608416	23.9114708921805	10.6034089049263	10	10.7740131437124
1010.4857946117	718.880904766528	815.441761501982	695.241359741746	837.377244306513	659.000137788495	387.02442502981	295	306.460818310041
596.543583911391	327.678872601366	125.228556230661	75.0390544324641	73.6253297430514	84.1683775404754	35.9758516417143	64	44.2931651463732
621.256551714395	349.69184868783	128.868921237367	77.7513094119508	75.3994340742093	90.8635893902859	39.0053970431218	64	46.0888340036586
1090.80293997146	754.10166650487	966.880945780921	899.564568196407	925.195408698827	644.653255253186	459.354821488415	373	352.5496523137
